movieCd,movieNm,openDt,audiAcc,movieNmEn,showTm,nations,genres1,genres2,director,actors1,actors2,actors3,audit,companyCd,companyNm,rating
20206062,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,86080,Pokémon: Mewtwo Strikes Back - Evolution,96,일본,애니메이션,,유야마 쿠니히코,이선호,홍시호,,전체관람가,20142048.0,(주)이수C&E,8.51
20206061,쥬라기 월드: 도미니언,2022-06-01,2832241,Jurassic World: Dominion,146,미국,액션,어드벤처,콜린 트레보로우,크리스 프랫,브라이스 달라스 하워드,드완다 와이즈,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.78
20205986,연애 빠진 로맨스,2021-11-24,604674,Nothing Serious,94,한국,멜로/로맨스,코미디,정가영,전종서,손석구,공민정,15세이상관람가,20110854.0,(주)씨제이이엔엠,7.96
20205980,테슬라,2020-10-28,24941,Tesla,102,미국,드라마,,마이클 알메레이다,에단 호크,이브 휴슨,조쉬 해밀톤,12세이상관람가,20161101.0,(주)제이앤씨미디어그룹,4.45
20205902,신과 나: 100일간의 거래,2020-04-08,5780,Homestay,136,기타,미스터리,스릴러,팍품 웡품,,,,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,6.22
20205708,스케어리 스토리:어둠의 속삭임 ,2020-03-25,42506,Scary Stories to Tell in the Dark,108,미국,판타지,공포(호러),안드레 외브레달,딘 노리스,,,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,5.62
20205663,엘라 벨라 빙고: 친구 찾기 대작전,2020-08-12,5499,Ella Bella Bingo,77,노르웨이,애니메이션,,프랭크 모스볼드,잭 피셔,,,전체관람가,2013216.0,(주)박수엔터테인먼트,6.0
20205443,나일 강의 죽음,2022-02-09,224663,Death on the Nile,126,미국,범죄,드라마,케네스 브래너,케네스 브래너,갤 가돗,아미 해머,12세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,7.12
20205402,트롤: 월드 투어,2020-04-29,150511,Trolls World Tour,90,미국,애니메이션,어드벤처,월트 도른,안나 켄드릭,저스틴 팀버레이크,,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.56
20205362,미니언즈2,2022-07-20,2263349,Minions: The Rise of Gru,87,미국,애니메이션,어드벤처,카일 발다,피에르 꼬팽,스티브 카렐,타라지 P. 헨슨,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.85
20205146,아메리칸 잡,2020-09-03,2156,Finding Steve McQueen,91,미국,범죄,드라마,마크 스티븐 존슨,트래비스 핌멜,포레스트 휘테커,윌리엄 피츠너,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,6.15
20205106,압꾸정,2022-11-30,601644,MEN OF PLASTIC,111,한국,코미디,드라마,임진순,마동석,도희원,정경호,12세이상관람가,20229048.0,주식회사 빅펀치픽쳐스,5.99
20205041,분노의 질주: 더 얼티메이트,2021-05-19,2284629,Fast & Furious 9 THE FAST SAGA,142,미국,액션,,저스틴 린,빈 디젤,존 시나,성 강,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.75
20204845,공기살인,2022-04-22,154371,TOXIC,107,한국,드라마,,조용선,서지환,김상경,이선빈,12세이상관람가,20217723.0,(주)마스터원엔터테인먼트,8.25
20204790,인 더 하이츠,2021-06-30,43491,In the Heights,142,미국,뮤지컬,드라마,존 추,안소니 라모스,멜리사 바레라,코리 호킨스,12세이상관람가,20100043.0,워너브러더스 코리아(주),6.98
20204741,비밀정보원: 인 더 프리즌 ,2020-04-15,17835,The Informer,113,영국,범죄,스릴러,안드레아 디 스테파노,로자먼드 파이크,조엘 킨나만,커먼,청소년관람불가,20161101.0,(주)제이앤씨미디어그룹,7.56
20204684,브레이크 더 사일런스: 더 무비,2020-09-24,127797,Break the Silence: The Movie,89,한국,다큐멘터리,,박준수,김남준,김석진,민윤기,전체관람가,20205421.0,(주)하이브,9.3
20204681,더 보이 2: 돌아온 브람스 ,2020-03-05,22973,Brahms: The Boy Ⅱ,86,미국,공포(호러),미스터리,윌리엄 브렌트 벨,케이티 홈즈,크리스토퍼 컨버리,오와인 예만,15세이상관람가,20122837.0,(주)팝엔터테인먼트,4.72
20204665,EBS 댄스파티! ,,10326,,40,한국,가족,,,서홍석,,,전체관람가,20173242.0,(주)에픽캔,5.29
20204628,사일런싱,2021-01-28,4293,The Silencing,93,미국,공포(호러),범죄,,니콜라이 코스터 왈도,애나벨 월리스,히어로 파인즈 티핀,15세이상관람가,20154928.0,(주)홈초이스,6.02
20204548,범죄도시2,2022-05-18,12684545,The Roundup,105,한국,범죄,액션,이상용,마동석,손석구,최귀화,15세이상관람가,20229048.0,주식회사 빅펀치픽쳐스,8.99
20204501,레미제라블: 뮤지컬 콘서트,2020-05-13,10815,Les Misérables: The Staged Concert,166,미국,뮤지컬,,제임스 파우웰,마이클 볼,알피 보,,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),9.5
20204431,모비우스,2022-03-30,470699,Morbius,104,미국,액션,어드벤처,다니엘 에스피노사,자레드 레토,맷 스미스,아드리아 아르호나,15세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,4.46
20204340,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,19038,Saekano the Movie: Finale,114,일본,애니메이션,드라마,,마츠오카 요시츠구,,,12세이상관람가,20137515.0,(주)애니플러스,9.34
20204261,콰이어트 플레이스 2,2021-06-16,855221,A Quiet Place: Part II,96,미국,스릴러,,존 크래신스키,에밀리 블런트,킬리언 머피,노아 주프,15세이상관람가,20188021.0,롯데컬처웍스(주)롯데엔터테인먼트,8.66
20204117,모가디슈,2021-07-28,3604819,Escape from Mogadishu,121,한국,액션,드라마,류승완,김윤석,조인성,허준호,15세이상관람가,20160941.0,(주)덱스터스튜디오,8.66
20204008,그린랜드,2020-09-29,325831,Greenland,119,미국,액션,스릴러,릭 로먼 워,제라드 버틀러,모레나 바카린,,12세이상관람가,20161101.0,(주)제이앤씨미디어그룹,8.15
20203961,극장판 원피스 스탬피드,2020-02-13,17809,ONE PIECE STMAPEDE,101,일본,애니메이션,,,,,,전체관람가,20111081.0,(주)스마일이엔티,8.86
20203921,슈퍼스타 뚜루,2020-06-04,10411,Turu,79,스페인,뮤지컬,애니메이션,,이다은,김보나,서반석,전체관람가,2013216.0,(주)박수엔터테인먼트,7.41
20203842,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,82622,Fate/stay night [Heaven's Feel] Ⅲ. spring song,122,일본,애니메이션,액션,스도 토모노리,스기야마 노리아키,시타야 노리코,,15세이상관람가,20137515.0,(주)애니플러스,9.5
20203504,라이어트: 기계들의 역습,2020-12-23,2188,Robot Riot,87,미국,SF,전쟁,,라이언 메리먼,새라 J. 바솔로뮤,,15세이상관람가,20157392.0,(주)노바이앤티,3.71
20203303,지니어스 독,2020-09-16,3150,Think Like a Dog,90,미국,코미디,드라마,길 정거,메간 폭스,조쉬 더하멜,가브리엘 베이트먼,12세이상관람가,20168728.0,(주)키다리이엔티,8.36
20203286,강릉,2021-11-10,302201,Tomb of the River,119,한국,범죄,액션,윤영빈,유오성,장혁,박성근,청소년관람불가,20217061.0,(주)아센디오,6.79
20202684,언힌지드,2020-10-07,112613,Unhinged,90,미국,스릴러,범죄,데릭 보트,러셀 크로우,카렌 피스토리우스,가브리엘 베이트먼,청소년관람불가,20100634.0,(주)누리픽쳐스,7.76
20202585,크루즈 패밀리: 뉴 에이지,2021-05-05,222562,The Croods: A New Age,95,미국,애니메이션,코미디,조엘 크로포드,엠마 스톤,라이언 레이놀즈,켈리 마리 트란,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),9.35
20202555,톰과 제리,2021-02-24,134632,Tom and Jerry,100,미국,애니메이션,,팀 스토리,클로이 모레츠,마이클 페나,켄 정,전체관람가,20100043.0,워너브러더스 코리아(주),8.03
20202502,애프터: 그 후,2020-10-07,33358,After We Collided,105,미국,멜로/로맨스,드라마,로저 컴블,히어로 파인즈 티핀,조세핀 랭포드,딜런 스프라우즈,15세이상관람가,20100285.0,판씨네마(주),8.09
20202442,극장판 시로바코,2020-08-20,4918,SHIROBAKO The Movie,120,일본,애니메이션,드라마,미즈시마 츠토무,,,,12세이상관람가,20137515.0,(주)애니플러스,9.21
20202366,800,2020-12-10,15488,The Eight Hundred,148,중국,전쟁,액션,관후,강무,,,15세이상관람가,20139196.0,TCO(주)더콘텐츠온,3.37
20202341,아웃포스트,2020-09-23,33070,The Outpost,123,미국,전쟁,드라마,로드 루리,스콧 이스트우드,케일럽 랜드리 존스,올랜도 블룸,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,5.42
20202289,엘프,2021-02-10,11566,The Elfkins- Baking a difference,77,독일,애니메이션,,우테 폰 뮌쇼폴,,,,전체관람가,2013216.0,(주)박수엔터테인먼트,8.78
20202281,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,120580,Crayon Shin-chan: Honeymoon Hurricane ~The Lost Hiroshi~,99,일본,애니메이션,,하시모토 마사카즈,박영남,김환진,강희선,전체관람가,20110854.0,(주)씨제이이엔엠,9.19
20202263,호라이즌 라인,2021-02-10,1811,Horizon Line,91,미국,스릴러,,마이클 마키마인,앨리슨 윌리암스,,,12세이상관람가,20161101.0,(주)제이앤씨미디어그룹,5.36
20202204,더 렌탈 : 소리없는 감시자,2020-09-16,9427,The Rental,88,미국,공포(호러),스릴러,데이브 프랑코,댄 스티븐스,알리슨 브리,셰일라 밴드,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,5.24
20202203,에이바,2020-09-09,25017,Ava,97,미국,액션,범죄,테이트 테일러,제시카 차스테인,콜린 파렐,존 말코비치,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,7.71
20202185,방법: 재차의,2021-07-28,165954,The Cursed: Dead Man’s Prey,109,한국,미스터리,스릴러,김용완,엄지원,정지소,정문성,15세이상관람가,20203941.0,클라이맥스 스튜디오(주),7.37
20202130,빅풋 주니어2: 패밀리가 떴다,2021-01-06,13524,Bigfoot Family,85,기타,애니메이션,,벤 스타센,,,,전체관람가,20142048.0,(주)이수C&E,9.0
20202026,마루이 비디오,2023-02-22,153522,Marui Video,86,한국,미스터리,공포(호러),윤준형,서현우,조민경,임한성,15세이상관람가,20172982.0,(주)발포플랜,6.28
20201965,해적: 도깨비 깃발,2022-01-26,1334424,The Pirates : The Last Royal Treasure,125,한국,어드벤처,액션,김정훈,강하늘,김은준,한효주,12세이상관람가,20169190.0,(주)어뉴,6.17
20201841,부활,2020-07-09,18100,,110,한국,다큐멘터리,,구수환,,,,전체관람가,20204022.0,(주)중헌홀딩스,8.93
20201649,명탐정 코난: 진홍의 수학여행,2021-01-27,60901,Detective Conan: The Scarlet School Trip,92,일본,애니메이션,,야마모토 야스이치로,,,,12세이상관람가,20110854.0,(주)씨제이이엔엠,8.02
20201421,BIFAN2020 판타스틱 단편 걸작선 1,,20000,Fantastic Short Films 1,82,기타,기타,,,,,,,,,
20201174,언플랜드,2020-12-17,12180,Unplanned,109,미국,드라마,,척 콘젤만,애슐리 브래처,로비아 스캇,브룩스 라이언,15세이상관람가,20142849.0,(주)영화사오원,9.62
20201123,프리키 데스데이,2020-11-25,49292,Freaky,102,미국,코미디,공포(호러),크리스토퍼 랜던,빈스 본,캐서린 뉴튼,,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),
20201122,테넷,2020-08-26,1998485,Tenet,149,미국,액션,SF,크리스토퍼 놀란,존 데이비드 워싱턴,로버트 패틴슨,엘리자베스 데비키,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.73
20201002,조제,2020-12-10,209062,Josée,116,한국,멜로/로맨스,드라마,김종관,한지민,남주혁,허진,15세이상관람가,20175501.0,볼미디어(주) ,8.2
20200836,트로이 디렉터스 컷,2020-07-03,3520,Troy: Director’s Cut,196,미국,전쟁,액션,볼프강 페터젠,브래드 피트,에릭 바나,올랜도 블룸,청소년관람불가,20104492.0,플랜 비 엔터테인먼트,
20200774,블랙아웃 : 인베이젼 어스,2020-08-05,2076,The Blackout,105,러시아,SF,액션,예고르 바라노프,알렉세이 차도프,피요트르 피오도로프,,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,9.0
20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,2184309,Demon Slayer: Kimetsu no Yaiba the Movie - Mugen Train,116,일본,애니메이션,,소토자키 하루오,하나에 나츠키,키토 아카리,시모노 히로,15세이상관람가,20191941.0,워터홀컴퍼니(주),
20200601,1942: 언노운 배틀,2020-07-29,4054,Unknown Battle,117,러시아,전쟁,,,,,,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,8.24
20200583,요가학원 : 죽음의 쿤달리니,2020-11-18,6843,The Cursed Lesson,93,한국,공포(호러),,전재홍,이채영,최철호,한세민,청소년관람불가,20122965.0,(주)트리니티엔터테인먼트,7.67
20200554,더 프롬,2020-12-02,23577,The Prom,131,미국,코미디,뮤지컬,라이언 머피,메릴 스트립,제임스 코든,니콜 키드먼,12세이상관람가,20141469.0,플러스엠 엔터테인먼트,7.37
20200491,빅샤크3: 젤리몬스터 대소동,2020-07-29,71824,Happy Little Submarine: Space Pals,76,중국,애니메이션,,신우,정의한,원에스더,김진홍,전체관람가,20122837.0,(주)팝엔터테인먼트,8.48
20200483,인헤리턴스,2020-06-25,2958,INHERITANCE,111,미국,스릴러,,,릴리 콜린스,사이먼 페그,,15세이상관람가,20100634.0,(주)누리픽쳐스,7.21
20200475,로그,2020-11-25,2994,Rogue,105,미국,액션,,M.J. 버세트,메간 폭스,필립 윈체스터,,15세이상관람가,20153568.0,(주)스톰픽쳐스코리아,
20200474,기적,2021-09-15,706593,Miracle,116,한국,드라마,,이장훈,박정민,이성민,임윤아,12세이상관람가,20154810.0,(주)블러썸픽쳐스,8.59
20200418,배니싱: 미제사건,2022-03-30,31066,Vanishing,87,프랑스,범죄,스릴러,드니 데르쿠르,유연석,올가 쿠릴렌코,예지원,15세이상관람가,2019641.0,(주)스튜디오 산타클로스엔터테인먼트,5.3
20200311,더블패티,2021-02-17,11267,,107,한국,드라마,,백승환,신승호,배주현,송지인,15세이상관람가,20156848.0,(주)백그림,9.16
20200294,런,2020-11-20,282358,Run,89,미국,미스터리,스릴러,아니쉬 차간티,사라 폴슨,팻 힐리,키에라 앨런,15세이상관람가,20141648.0,(주)올스타엔터테인먼트,8.53
20200263,라야와 마지막 드래곤,2021-03-04,318912,Raya and the Last Dragon,114,미국,애니메이션,액션,돈 홀,켈리 마리 트란,아콰피나,산드라 오,전체관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,9.44
20200154,킬링 로맨스,2023-04-14,185161,Killing Romance,107,한국,코미디,,이원석,이하늬,이선균,공명,15세이상관람가,20130188.0,(주)영화사 이창,7.64
20200145,할로윈: 살인마 잭,2020-07-21,4750,The Legend of Halloween Jack,83,영국,공포(호러),,앤드류 존스,,,,15세이상관람가,20157108.0,(주)영화사 안다미로,4.78
20199981,눈의 여왕4,2019-12-24,184801,The Snow Queen: Mirrorlands,87,러시아,애니메이션,가족,로버트 렌스,양정화,박지윤,임채헌,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.92
20199951,애나벨 집으로,2019-06-26,459037,Annabelle Comes Home,105,미국,공포(호러),미스터리,게리 도버먼,패트릭 윌슨,베라 파미가,맥케나 그레이스,15세이상관람가,20100043.0,워너브러더스 코리아(주),7.49
20199950,조커,2019-10-02,5239865,Joker,122,미국,액션,드라마,토드 필립스,호아킨 피닉스,재지 비츠,로버트 드 니로,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.97
20199923,라플라스의 마녀,2019-05-09,9464,Laplace's Witch,115,일본,미스터리,스릴러,미이케 다카시,사쿠라이 쇼,히로세 스즈,후쿠시 소타,12세이상관람가,20139135.0,(주)영화사 빅,6.88
20199883,오케이 마담,2020-08-12,1228551,OK! MADAM,100,한국,코미디,액션,이철하,엄정화,박성웅,이상윤,15세이상관람가,20130328.0,영화사올(주),7.97
20199882,경관의 피,2022-01-05,681379,The Policeman’s Lineage,119,한국,범죄,드라마,이규만,조진웅,최우식,박희순,15세이상관람가,20141613.0,리양필름(주),6.87
20199842,인비저블맨,2020-02-26,571731,The Invisible Man,124,미국,공포(호러),,리 워넬,엘리자베스 모스,알디스 호지,,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.81
20199822,더 보이,2019-05-23,88511,Brightburn,90,미국,공포(호러),SF,데이빗 야로베스키,잭슨 A. 던,엘리자베스 뱅크스,데이빗 덴맨,15세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.49
20199816,담보,2020-09-29,1714500,Pawn,113,한국,드라마,,강대규,성동일,하지원,김희원,12세이상관람가,20100278.0,(주)제이케이필름,9.17
20199736,프렌즈: 둥지탈출,2019-05-01,13635,Manou the Swift,87,독일,애니메이션,어드벤처,크리스찬 하스,,,,전체관람가,2013216.0,(주)박수엔터테인먼트,8.85
20199581,닥터 두리틀,2020-01-08,1604127,Dolittle,101,미국,판타지,어드벤처,스티븐 개건,로버트 다우니 주니어,톰 홀랜드,라미 말렉,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.41
20199576,러브 앳,2019-11-27,83522,Love at Second Sight,118,프랑스,멜로/로맨스,코미디,위고 젤랭,프랑수아 시빌,,,12세이상관람가,20061727.0,(주)크리픽쳐스,9.17
20199541,미션 파서블,2021-02-17,444505,MISSION: POSSIBLE,104,한국,코미디,액션,김형주,김영광,이선빈,오대환,15세이상관람가,20190721.0,(주)노시스컴퍼니,8.42
20199500,뜨거운 피,2022-03-23,393175,Hot Blooded,119,한국,범죄,드라마,천명관,정우,김갑수,최무성,15세이상관람가,20199861.0,주식회사 고래픽처스,6.88
20199448,어린 의뢰인,2019-05-22,193949,My First Client,114,한국,드라마,가족,장규성,이동휘,정선희,유선,12세이상관람가,2019901.0,이스트드림시노펙스(주),9.14
20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,270172,Once Upon a Time... in Hollywood,161,미국,드라마,코미디,쿠엔틴 타란티노,레오나르도 디카프리오,브래드 피트,마고 로비,청소년관람불가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.08
20199428,크롤,2019-11-27,138355,CRAWL,87,미국,액션,스릴러,알렉산더 아야,카야 스코델라리오,배리 페퍼,,15세이상관람가,20188021.0,롯데컬처웍스(주)롯데엔터테인먼트,5.8
20199063,빅샤크2: 해저2만리,2019-06-06,50374,Happy Little Submarine : 20000 Leagues under the Sea,74,중국,애니메이션,어드벤처,신우,장병관,김소희,김보나,전체관람가,20141088.0,와이드 릴리즈(주),7.9
20198982,크게 될 놈,2019-04-18,95048,,108,한국,드라마,,강지은,김해숙,전재진,손호준,15세이상관람가,20190406.0,밀짚모자영화사(주),9.11
20198890,아이즈 온 미 : 더 무비,2020-06-10,37743,EYES ON ME : THE MOVIE,104,한국,공연,,박재석,권은비,미야와키 사쿠라,강혜원,전체관람가,20203082.0,씨제이포디플렉스 주식회사,9.35
20198844,아이 엠 마더,2019-04-11,92532,Peppermint,101,미국,액션,드라마,피에르 모렐,제니퍼 가너,존 갤러거 주니어,,15세이상관람가,20188721.0,(주)삼백상회,8.62
20198681,쥬만지: 넥스트 레벨,2019-12-11,1052403,Jumanji : The Next Level,122,미국,액션,,제이크 캐스단,드웨인 존슨,잭 블랙,케빈 하트,12세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,7.81
20198598,명탐정 피카츄,2019-05-09,680420,Pokemon Detective Pikachu,104,미국,액션,어드벤처,롭 레터맨,라이언 레이놀즈,저스티스 스미스,캐서린 뉴튼,전체관람가,20100043.0,워너브러더스 코리아(주),8.53
20198526,쓰리 세컨즈,2019-06-20,6980,Three Seconds,133,러시아,드라마,,안톤 메거딕체브,블라디미르 마쉬코프,존 사베지,,12세이상관람가,20188721.0,(주)삼백상회,9.8
20198482,드림,2023-04-26,1118698,Dream,125,한국,코미디,드라마,이병헌,박서준,이지은,김종수,12세이상관람가,20216342.0,(주)옥토버시네마,7.02
20198461,리멤버,2022-10-26,407518,REMEMBER,128,한국,드라마,,이일형,이성민,남주혁,박근형,15세이상관람가,20126515.0,(주)영화사 월광,7.8
20198453,롱 리브 더 킹: 목포 영웅,2019-06-19,1088984,Long Live the King,117,한국,액션,드라마,강윤성,김래원,원진아,진선규,15세이상관람가,20156568.0,(주)영화사 필름몬스터,
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,399872,BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN),108,미국,액션,어드벤처,캐시 얀,마고 로비,메리 엘리자베스 윈스티드,저니 스몰렛,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.22
20198430,나이브스 아웃,2019-12-04,818334,KNIVES OUT,130,미국,미스터리,스릴러,라이언 존슨,다니엘 크레이그,크리스 에반스,아나 디 아르마스,12세이상관람가,20141648.0,(주)올스타엔터테인먼트,7.2
20198429,자백,2022-10-26,734750,Confession,105,한국,범죄,스릴러,윤종석,김도형,소지섭,김윤진,15세이상관람가,20100540.0,리얼라이즈픽쳐스(주),8.1
20198421,좀비랜드: 더블 탭,2019-11-13,134012,Zombieland: Double Tap,98,미국,액션,코미디,루벤 플레셔,우디 해럴슨,제시 아이젠버그,아비게일 브레스린,15세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.45
20198414,시동,2019-12-18,3308844,START-UP,101,한국,드라마,,최정열,마동석,박정민,정해인,15세이상관람가,20100374.0,(주)외유내강,8.6
20198403,파이브 피트,2019-04-10,67395,Five Feet Apart,116,미국,드라마,멜로/로맨스,저스틴 밸도니,콜 스프로즈,헤일리 루 리차드슨,클레어 폴라니,15세이상관람가,20100634.0,(주)누리픽쳐스,9.01
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,886361,The Haunted House: The Sky Ghost VS Jormungandr,96,한국,애니메이션,,변영규,김영은,김채하,신용우,전체관람가,20110854.0,(주)씨제이이엔엠,8.72
20198323,레드슈즈,2019-07-25,786502,Red Shoes,92,한국,애니메이션,코미디,홍성호,클로이 모레츠,샘 클라플린,지나 거손,전체관람가,20100123.0,(주)싸이더스,
20198317,인생은 아름다워,2022-09-28,1158887,Life is Beautiful,122,한국,뮤지컬,,최국희,류승룡,염정아,박세완,12세이상관람가,20124216.0,더램프(주),9.54
20198291,로켓맨,2019-06-05,98703,Rocketman,121,영국,드라마,판타지,덱스터 플레처,태런 에저튼,리처드 매든,브라이스 달라스 하워드,15세이상관람가,20188021.0,롯데컬처웍스(주)롯데엔터테인먼트,
20198184,빅 2: 황금열쇠 대소동,2019-10-30,11152,Norm of the North: Keys to the Kingdom,91,인도,애니메이션,가족,,서반석,김보나,이다은,전체관람가,20172421.0,(주)영화사 그램,6.88
20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,752508,Treasure Island Adventure,79,한국,애니메이션,가족,윤창섭,이선,이미자,김현지,전체관람가,20020113.0,(주)오콘,9.36
20198161,미드나이트,2021-06-30,105121,Midnight,103,한국,스릴러,,권오승,진기주,위하준,박훈,15세이상관람가,20101149.0,(주)페퍼민트앤컴퍼니,
20198023,고릴라와 슈퍼레이스,2019-04-03,5158,Louis & Nolan: The big Cheese Race,77,노르웨이,애니메이션,,라스무스 A. 실버르센,,,,전체관람가,20141088.0,와이드 릴리즈(주),7.4
20198003,프랑켄슈타인,2019-03-14,2895,FRANKENSTEIN,129,미국,공연,,대니 보일,베네딕트 컴버배치,조니 리 밀러,나오미 해리스,15세이상관람가,20122505.0,메가박스중앙(주),6.33
20197922,다만 악에서 구하소서,2020-08-05,4354396,DELIVER US FROM EVIL,107,한국,범죄,액션,홍원찬,황정민,이정재,박정민,15세이상관람가,2016841.0,(주)하이브미디어코프,8.54
20197863,침입자,2020-06-04,529259,Intruder,102,한국,미스터리,스릴러,손원평,송지효,김무열,예수정,15세이상관람가,20138935.0,(주)비에이엔터테인먼트,7.47
20197846,악질경찰,2019-03-20,260989,Jo Pil-ho: The Dawning Rage,127,한국,범죄,드라마,이정범,이선균,전소니,박해준,청소년관람불가,20100187.0,청년필름(주),6.72
20197803,겨울왕국 2,2019-11-21,13721190,Frozen 2,103,미국,애니메이션,,크리스 벅,크리스틴 벨,이디나 멘젤,조시 게드,전체관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.95
20197723,킹 오브 프리즘 -샤이니 세븐 스타즈-,2019-03-07,9792,KING OF PRISM -Shiny Seven Stars-,70,일본,애니메이션,,히시다 마사카즈,우치다 유우마,,,12세이상관람가,20100185.0,동우에이앤이(주),
20197721,엔젤 해즈 폴른,2019-11-13,174999,Angel Has Fallen,120,미국,액션,스릴러,릭 로먼 워,제라드 버틀러,모건 프리먼,대니 휴스턴,15세이상관람가,20141469.0,플러스엠 엔터테인먼트,8.93
20197691,잃어버린 세계를 찾아서,2019-10-09,17510,Missing Link,94,미국,애니메이션,어드벤처,크리스 버틀러,휴 잭맨,조 샐다나,자크 갈리피아나키스,전체관람가,20142048.0,(주)이수C&E,7.84
20197654,소울메이트,2023-03-15,231879,Soulmate,123,한국,드라마,,민용근,김다미,전소니,변우석,12세이상관람가,20203941.0,클라이맥스 스튜디오(주),
20197617,정글북: 마법 원정대,2019-03-21,22534,Savva,80,러시아,애니메이션,어드벤처,막심 파디브,,,,전체관람가,2013216.0,(주)박수엔터테인먼트,7.97
20197434,자산어보,2021-03-31,332750,The Book of Fish,126,한국,사극,드라마,이준익,설경구,변요한,이정은,12세이상관람가,20100207.0,(주)씨네월드,9.02
20197423,공포의 묘지,2019-04-10,87134,Pet Sematary,100,미국,공포(호러),스릴러,케빈 콜쉬,제이슨 클락,존 리스고,에이미 세이메츠,15세이상관람가,20188021.0,롯데컬처웍스(주)롯데엔터테인먼트,3.5
20197402,꼬마 자전거 스피디,2019-10-17,7598,Bikes,75,스페인,애니메이션,어드벤처,마누엘 J. 가르시아,,,,전체관람가,2013216.0,(주)박수엔터테인먼트,7.74
20197356,라스트 미션,2019-03-14,99299,The Mule,116,미국,드라마,,클린트 이스트우드,클린트 이스트우드,타이사 파미가,브래들리 쿠퍼,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.91
20197336,허슬러,2019-11-27,35620,Hustlers,109,미국,범죄,드라마,로렌 스카파리아,제니퍼 로페즈,콘스탄스 우,릴리 라인하트,청소년관람불가,20161101.0,(주)제이앤씨미디어그룹,7.41
20197283,이스케이프 룸,2019-03-14,561812,The Escape Room,99,미국,액션,공포(호러),애덤 로비텔,테일러 러셀,로건 밀러,제이 엘리스,15세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,1.0
20197279,아담스 패밀리,2019-11-07,319305,The Addams Family,86,미국,애니메이션,코미디,그렉 티어넌,샤를리즈 테론,클로이 모레츠,오스카 아이삭,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.86
20197278,라스트 크리스마스,2019-12-05,246596,Last Christmas,102,미국,코미디,멜로/로맨스,폴 페이그,에밀리아 클라크,엠마 톰슨,헨리 골딩,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.18
20197121,삼진그룹 영어토익반,2020-10-21,1569638,SAMJIN COMPANY ENGLISH CLASS,110,한국,드라마,,이종필,고아성,이솜,박혜수,12세이상관람가,20124216.0,더램프(주),9.01
20196906,스텔라,2022-04-06,92797,Stellar,98,한국,코미디,드라마,권수경,손호준,이규형,허성태,15세이상관람가,20188142.0,(주)데이드림엔터테인먼트,9.16
